,predlabel,trueLabel,indexLocat,review,classification
148,1,0,958,maple hotel was an uninspiring experience ok the location is good but that is the only positive response i can give we had a double the size of a cubicle one had to sit in the bed while the other we were on the first floor facing the heavily trafficked street thank god we had earplugs,SVM
149,0,1,1008,clean rooms and very good the internet speed was not good enough and there was no option for premium paid your room is looking to the avenue the noise good be significant,SVM
150,1,0,1057,had high hopes for this hotel but it was at best described as adequate loud vicinity appreciate that the hotel can only do so much to address this but more could be done in terms of the decor worn out carpets on the stairwells and very low budget shower curtains that stick to you you know the ones polite enough staff but they have an air that they are just going through the motions did find them very genuine it a shame as this place could be so much more,SVM
151,1,0,1075,we was here last year and it was amazing but this year we are shocked from the room services its really bad sheets not changed cups not changed or cleaned and we complained the first day but nothing happened the second days we found everything the same so we decided to move to another than this the hotel was good,SVM
152,0,1,1094,overall the hotel is tremendous i did not give a for a couple of reasons the front desk staff is not very friendly and in particular francesc was condescending both on the day we checked in and the day we checked out overall that did not affect our experience much but it is something they could work on none the less also the housekeeping staff was very pleasant but only of days did we have turndown service which again not a big deal but is part of the price also two of the days we returned from our long day outside the room and at it had not been made up this was annoying because the cleaning cart was camped outside our room all day everyday yet our room is last i tip the cleaning service everyday so it could not be that it probably explains our difficulty on the first day we got there at and asked if early checkin was possible the woman at the desk said the cleaning people are outside your room now so it should be an hour or less well we came back in an hour and a half still not done this was the time she reminded us in a teachy condescending way that time is uh we know you told us we could check in earlier so we left and came back at around still not done this is when francesc mansplained that the check in time was so we knew that,SVM
153,1,0,1114,this was my trip to barcelona and this is my personal experience i have been in hospitality management for over years i am always willing to bend break the policy when it comes to legitimate human life issues of my i prefer to cultivate a relationship based on trust and return business with my clients on july we had a family emergency but even after explaining the situation were denied a refund for the nights stay on the that we could not use as we had to fly back home to on this personal experience when i return to barcelona in i will book elsewhere,SVM
154,1,0,1131,noise from other room is so big that i could sleep well every some water that where it came from are all around my shoes so my new shoes from barcelona became wet two things above was bad but other things about the hotel was good,SVM
155,1,0,1132,we had the displeasure of staying at his hot er place you could call it while on a transfer from athens to beirut we had to walk up several flights of stairs and wake the reception guy up so he could check us in he checked us in topless which was in our early expectations of the place the room was cheap and big however the next day we discovered several cockroaches were on the ground beside us when we woke up we had a fan to help air the room but to be honest we were happy to leave the room at any chance we got we were planning to stay there again on our return transfer back to dublin but we cancelled and booked another place which was a lot better avoid if you can unless you are happy sharing with uninvited cockroaches otherwise you love it,SVM
156,0,1,1143,i stayed with a group of teenagers with a travel company and i was surprised how calm the atmosphere was in the hotel the reception wanted us to fill out paperwork to figure out the tourist tax when we were trying to get our group settled and organized in their rooms but they let us come back later and figure out the bill the rooms were always cleaned well and the reception put in a call for me and called a taxi for me when i needed to go to the thought that there would be more craziness since it close to la rambla but it was quite the opposite i ca say that i felt unsafe at any point but there were some weird people outside i feel like that is almost everywhere near the city center but i think it important to note if you stay there i never felt unsafe but the people were strange also please note that the download and upload speeds are very slow if you need to upload download or transfer files on business then you might want to consider another hotel i had to try uploading pictures through dropbox and it would take an hour instead of which is the typical time for the amount of files i was working with at the time,SVM
157,0,1,1154,wanted a change from the usual hilton type hotel and chose the morgan because of ta reviews and location this is a small boutique style hotel with luxe fittings and furnishings however all is not what it seems if you look closely the place is starting to look tired the phone in my room was of the euro variety and the carpet in my bedroom is beginning to look grubby amongst a whole host of small things this place needs a little time and attention spent on it by the owners complete with a new lick of paint otherwise they will kill off what is essentially a lovely funky place to stay oh and one final thing the buffet breakfast needs to improve frequently running out of sausages and bacon an omelette stations would also not go amiss,SVM
158,1,0,1158,stayed for one night the hotel looks good from the outside and reception area but as soon as you go in halls leading to rooms its like you stepped back in time to the rooms very dated we booked an executive room only difference it seems was the bed was bigger building site to the rear of the hotel so its very noisy from,SVM
159,1,0,1161,super expensive hotel and inflexiblenon smoking room smelling smokehalf a soap in the roomparking too far awayno breakfast before am without breakfast basketi do recommend this hotel it is abusing of its location,SVM
160,1,0,1242,we are currently staying at ofelias having just left the hotel catalonia barcelona around the corner where we had been for several days prior we made the switch to join friends staying at ofelias big mistake when we checked in yesterday we were given a small room with twin beds totally unromantic i immediately asked the front desk person tanya for a room with a king bed and she said that all the rooms have the same beds we discovered this morning that our friends had been given a much nicer room with a king bed desk view and balcony for the same price tanya had lied to us i hate being lied to we are very unhappy and wished we had continued our stay at hotel catalonia barcelona that hotel had beautiful large rooms with king bed extraordinary view much nicer breakfast large rooftop pool with a a bar and amazing views of the city,SVM
161,1,0,1267,positives are the hotel is very close to the acropolis and the new acropolis museum a minute walk will also take you to the temple of zeus and the stadium the plaka is a min stroll where you can find a range of restaurants and the typical tourist type shops in the oldest part of athens at the end if the plaka you will find the ancient agora the acropolis metro is only a min walk that will take you to other parts of athens the beds are comfortable and the rooms have air conditioning which is a must with the temps that can get to deg we had this for three days there is a small fridge situated in the bottom of the wardrobe but no facilities to make a cup of tea or coffee you have to go downstairs to the breakfast room in order to do so breakfast is rather tinned fruit that has been open too long and kept in a warm now fermenting the fresh fruit on offer was too ripe and spoiled and not enough choice coffee was via a nescafé vending machine tea is via tea bags and there are three types to choose from at least you can juice your own oranges with an electric juicer ask for a room that faces the inner courtyard otherwise you wo get a good night rest the hotel is situated on a corner of one if the busiest roads in athens you might want to,SVM
162,1,0,1280,first impression of the room was cool but the you start finding how dis functional the room really is there is no privacy from the bathroom to the rest of the room glass see through door and wall it was good for watching tv from the a very small mirror in cupboard to check your bathroom sink is in the bathroom it in main room but no mirror and no power point for hair straightener or electric shaver etc the power point is at the desk bellow the tv with a very small makeup poor lighting in the room which made doing makeup back and neck from bed and things were the staff were very friend helpful nespresso coffee in the room was a very nice to tram was great but next trip i will stay closer to city it was a little bit far out if you need to drop shopping off or get changed before going out for the area of vondelpark is beautiful in every way but more suitable for relaxing people rather than party people,SVM
163,1,0,1300,i stayed here in and the hotel was a great find back then i felt it was in a good location and the hotel was clean and modern however during my recent stay it was dated the bathrooms were the cleanest and the staff were not friendly the place has gone downhill there are also no safes provided in the rooms in a city with pick pockets galore you think this would be a standard amenity in a nutshell shame on you for claiming you are a star hotel,SVM
164,0,1,1409,i have to admit that i tried like crazy to cancel our reservation here at the last minute we had a devastating health diagnosis and the hotel which was refused to give us a refund that said we decided to go on our trip after all i have never been more impressed with a hotel or it s staff like i was with this location was perfect and i will never forget the kindness the staff showed me when i became ill i had an infected spider staff arranged for a to come to the hotel they sent me a tray with fresh fruit tea and a get well soon card they even had housekeeping change my bed all within a minute span of calling the front desk i was so ill that the lady from house keeping was changing my pillows as i was crawling back into my bed i remember her lifting my head and fluffing them until they were perfect they sent us dinner via room service at no charge never have i felt so pampered and taken care of i am ever so thankful for the kindness they showed me this is a perfect place to stay in the heart of amsterdam stars all the way,SVM
165,1,0,1479,one of those hotels that if you do ask you do get if you do kick up a fuss on check in you will be given the smallest room on the floor as they try to palm it off on some if you do ask for your room to be fully cleaned you return on the night to find last nights mess still in your location is great staff are very friendly as you walk about and the rooms are nicely executed,SVM
166,1,0,1499,arrived this evening and was speedy room service order and wait is we are unable to go on planned fancy night out because outfits are creased suitcase such a shame hotel has no iron to offer we will now on his birthday have no choice but to opt for a causal bar,SVM
167,1,0,1521,the front desk personnel was very friendly and accommodating that the only plus the wifi in the room was very slow it only works in the lobby and lobby is small and crowded the room is very very basic with no cabinets the mattress is thin and not comfy furnitures in the room are basic looks new but flimsy looking there no free breakfast as it says in it about per person but the food is good and considering it expensive to eat anyway outside we loved the coconut yogurt outside the hotel is a nice park that stretches couple of miles with nice restaurants and shops with lots of nice folks just hanging out not too crowded nice ambiance,SVM
168,1,0,1544,hotel is room is very small breakfast is good but they put me and my friend um in a floor room and no stairs we had a luggage each i have back problems and it got worse and we are just starting our trip,SVM
169,1,0,1561,worst breakfast i believe i have encountered anywhere in the world particularly in light of the star rating inattentive staff busy but not serving very poor cooked food quality undercooked bacon sausage with gristle unappetising scrambled eggs toaster not functioning resulting in long queues and wait time teapots leaking etc etcmanagement need to observe this towers experience and make rapid improvements,SVM
170,1,0,1562,i visited the skylon at the weekend for lunch with family we were heading to a big game in town so the skylon is an obvious choice for lunch have been visiting the skylon for many years the food and service was always great however a number of months ago they decided to no longer provide a carvery option for lunch that in itself is not an issue as long as the kitchen and servers can work together efficiently to get orders taken and food delivered you may have seen on my previous review since the upgrade that the service and food was very disappointing overall we hoped for a better experience on sunday but it was to arrived at and met friends who had got there before us their lunch order took minutes to arrive the food was only warm not hot our lunch took minutes to be delivered we almost had to cancel it as it was simply taking too hard to know where the problem is because there are lots of people serving in the restaurant my guess is that the problem in the kitchen the fact is the food was taking far too long to be delivered to lots of tables not just mentioned the skylon is well located to capture trade from people attending games and concerts in croke park however they do seem to be aware of this and are certainly not taking advantage of our food eventually arrived it was fine certainly no,SVM
171,1,0,1590,we have just returned from a a two day stay at this hotel this is the first hotel where staff do greet you and say hello no contact at all through the whole check in very clinical staff in the restaurant clearly had been trained in the same manner where is the warm irish charm the service was slow in the restaurant and the service was very disjointed the second night it was quicker especially when we asked for bill the bathroom was small the bedroom was clean and comfortable we had breakfast in the coffee bar in reception and it was fine sorry staff again ca take orders correctly and no interaction with guests would not be going back,SVM
172,0,1,1591,i stayed on the july and the hotel is as described it is no secret that the hotel is attached to a club or that its likely be noisey it is dublin and anywhere near the town is bound to be i had a double room which was bigger than i expected and yes it def not a star hotel but for the price and location it reasonable the room was clean along with the bathroom and clean towels in the room had a station a hairdryer and ironing facilities and a book to advise of local attractions and the hotel only critism i would have is that the shower head looked like it could be cleaned better and the bath had seen better days was clean but old and there were markings in some of the walls where fixtures had been moved and the wifi password in their handbook did not work but the receptionist did offer this when we checked in i would say if your looking a quiet hotel it not for you but if u need somewhere to crash close to town then it were pleasant both during check in and check out times so i would personally stay here again,SVM
173,0,1,1706,locationfriendly serviceclean roomquietcomfortable beddid not have foodcar parki am just trying to get to the character minimum why do they do this i wanted to keep my replay short and snappy,SVM
174,1,0,1709,hotel location looks good so we booked may be the cheapest room because we only spent one night in athens the room was too small and did have any window its ok thats why it is the cheapest room but what about the towels their colour went yellow and smell very weird and the bed also smells like that just try another hotel there are many options in the centre of athens,SVM
175,1,0,1715,we stayed for a long weekend break our room was on the rooftop which was lovely bar the unclean jacuzzi which we could really use our main issue was that someone had been in our room on more than one occasion we had been out during the day our room had been cleaned with fresh bedding and toiletries lovely we then came back after being out for our tea and someone had been in our room and looked through our suitcases and bags this made us feel very unsafe and paranoid the second to last day when we came home after a day out touring the city the had taken one of our keys which we kept in the electricity port to keep the room cool with the air con our bags had been moved again when i asked reception why the key had gone she replied it happens sometimes i sure this should not happen at all i never been in a hotel where the cleaner or anyone else takes the key and you had your bags rummaged through we did eat in the hotel or use the bar the room was alright but we probably would stay again,SVM
176,1,0,1766,the only pleasant part of our stay at hotel adagio was the location the room temperature controlled by the front desk for each floor was inconsistent and set in either extreme the wifi was spotty and never reliable which caused an inconvenience for travelers relying on that for access to maps etc the lobby and part of the hotel always had a very unpleasant odor and because of this we never cashed in on our complimentary tapas as to avoid sitting down there for a long period of time to top it all off we got home from vacation and realized we have beg bug bites all over again the location was great but i would recommend looking into other choices close by,SVM
